Id,Nombre,Apellido,Salario,Deudas,Edad,Retefuente,Correo,Telefono,Cargo
79,Carlos,Torres Sánchez,13791023,True,32,1,Carlos32@correo.com,9557931918,Desarrollador Avanzado
63,Juan,Arisizabal Florez,4029113,False,39,0,Juan39@correo.com,7030034460,Desarrollador Avanzado
1,Miguel,López González,7113714,False,54,1,Miguel54@correo.com,7196943682,Desarrollador Junior
43,Miguel,Ramírez López,7063055,False,27,1,Miguel27@correo.com,8084005327,Desarrollador Avanzado
67,Ana,Torres Sánchez,15643295,False,38,1,Ana38@correo.com,7846011866,Arquitecto
12,Ana,García Díaz,17948908,True,39,1,Ana39@correo.com,7151043144,Desarrollador Junior
90,José,Arisizabal Florez,11162441,False,24,1,José24@correo.com,6874261393,Desarrollador Avanzado
86,Carmen,Carvajal Casillas,17048023,False,33,1,Carmen33@correo.com,7626487802,Desarrollador Intermedio
25,Miguel,Díaz García,11902059,True,59,1,Miguel59@correo.com,7164006054,Desarrollador Junior
91,Juan,Díaz Martínez,6935081,False,53,1,Juan53@correo.com,7765435371,Desarrollador Junior
77,Fernando,Arisizabal Florez,11508191,False,31,1,Fernando31@correo.com,8409667098,Desarrollador Junior
67,Luis,Carvajal Casillas,15024114,True,45,1,Luis45@correo.com,9596876766,Desarrollador Avanzado
86,Laura,Díaz García,9619262,True,23,1,Laura23@correo.com,6319238142,Desarrollador Avanzado
68,Miguel,Fernández Pérez,16522675,True,31,1,Miguel31@correo.com,7269517186,Desarrollador Avanzado
10,Javier,Rodríguez López,8441545,False,49,1,Javier49@correo.com,7503545686,Arquitecto
70,Pedro,López González,3115264,False,59,0,Pedro59@correo.com,7067359553,Desarrollador Intermedio
47,José,Torres Rodríguez,7769522,True,52,1,José52@correo.com,7637464983,Desarrollador Junior
44,Lucía,López González,17151414,False,56,1,Lucía56@correo.com,8473355011,Desarrollador Avanzado
4,Pedro,González Pérez,15193657,True,41,1,Pedro41@correo.com,6452742659,Desarrollador Junior
88,Lucía,García Díaz,10620761,False,24,1,Lucía24@correo.com,8815623396,Arquitecto
56,Fernando,Torres Rodríguez,6015948,True,28,1,Fernando28@correo.com,9656624558,Desarrollador Avanzado
94,Luis,Fernández Pérez,6867178,True,43,1,Luis43@correo.com,5721285983,Desarrollador Intermedio
92,Silvia,Torres Rodríguez,10186967,True,35,1,Silvia35@correo.com,6724595312,Arquitecto
82,Sofía,López González,10624617,False,27,1,Sofía27@correo.com,6420641188,Desarrollador Junior
44,Ricardo,Sánchez García,7419666,False,29,1,Ricardo29@correo.com,8357613588,Arquitecto
30,Sofía,Gómez Pérez,4335173,True,37,0,Sofía37@correo.com,6332210460,Arquitecto
24,Elena,Díaz García,4628475,False,48,0,Elena48@correo.com,5526807281,Desarrollador Junior
76,Luis,Díaz Martínez,3203694,False,54,0,Luis54@correo.com,7874190654,Desarrollador Intermedio
69,Lucía,Fernández González,6878654,False,34,1,Lucía34@correo.com,6776737704,Desarrollador Avanzado
18,Sofía,Díaz García,14437765,False,53,1,Sofía53@correo.com,6212334771,Desarrollador Intermedio
15,Carmen,González Pérez,5868028,True,49,0,Carmen49@correo.com,9087638478,Desarrollador Intermedio
84,Luis,López Pérez,3090410,False,28,0,Luis28@correo.com,8398825010,Arquitecto
32,Carmen,García Díaz,16658982,False,44,1,Carmen44@correo.com,7406246941,Desarrollador Avanzado
54,José,Rodríguez López,16233348,True,40,1,José40@correo.com,8575364541,Desarrollador Avanzado
5,Sofía,Pérez García,17115345,True,26,1,Sofía26@correo.com,8779582299,Desarrollador Junior
84,Carlos,López Pérez,13298183,True,43,1,Carlos43@correo.com,7169069429,Desarrollador Intermedio
93,María,Gómez Pérez,5914518,True,50,0,María50@correo.com,9367044248,Desarrollador Junior
34,Carmen,Torres Rodríguez,12000873,True,53,1,Carmen53@correo.com,8748085143,Arquitecto
77,Patricia,Carvajal Casillas,16703176,True,42,1,Patricia42@correo.com,9033012905,Desarrollador Intermedio
51,Isabel,Arisizabal Florez,7306665,True,46,1,Isabel46@correo.com,7604516975,Desarrollador Junior
28,Juan,Fernández González,3575538,True,36,0,Juan36@correo.com,7614079484,Desarrollador Avanzado
29,María,Carvajal Casillas,10866446,False,33,1,María33@correo.com,8192276640,Desarrollador Intermedio
0,Fernando,Arisizabal Florez,7082345,True,57,1,Fernando57@correo.com,9121297075,Arquitecto
76,Elena,Arisizabal Florez,14660444,False,60,1,Elena60@correo.com,7945700782,Desarrollador Intermedio
21,Andrés,Ramírez López,6371702,False,31,1,Andrés31@correo.com,6651429701,Desarrollador Junior
57,Carlos,Carvajal Casillas,14425470,False,32,1,Carlos32@correo.com,8069939230,Arquitecto
22,Pedro,Díaz Martínez,2599877,False,52,0,Pedro52@correo.com,7195883744,Desarrollador Avanzado
96,Andrés,Torres Rodríguez,16770868,False,53,1,Andrés53@correo.com,6650708770,Arquitecto
2,José,Díaz García,14084375,False,46,1,José46@correo.com,7037540010,Desarrollador Avanzado
68,Patricia,Díaz Martínez,8474364,False,42,1,Patricia42@correo.com,8978033487,Desarrollador Junior
39,Sofía,Torres Rodríguez,8015194,True,39,1,Sofía39@correo.com,8458321413,Arquitecto
53,Fernando,Hernández Rodríguez,4675433,True,60,0,Fernando60@correo.com,6956726139,Arquitecto
49,José,López Pérez,8681316,False,24,1,José24@correo.com,9243357827,Arquitecto
8,Andrés,Torres Sánchez,17779392,True,51,1,Andrés51@correo.com,8025698622,Desarrollador Avanzado
30,Luis,Martínez Sánchez,1930290,True,58,0,Luis58@correo.com,5507099944,Desarrollador Intermedio
8,Lucía,Martínez Sánchez,10663416,False,47,1,Lucía47@correo.com,8845774814,Desarrollador Avanzado
69,Carlos,López González,7972425,False,52,1,Carlos52@correo.com,9117973620,Arquitecto
62,Carmen,Pérez García,12154276,False,53,1,Carmen53@correo.com,7346272540,Desarrollador Avanzado
90,Pedro,Carvajal Casillas,11630990,True,53,1,Pedro53@correo.com,5946665107,Arquitecto
75,Ana,Díaz Martínez,7343917,True,47,1,Ana47@correo.com,8585622949,Arquitecto
69,Sofía,Díaz García,12633574,False,42,1,Sofía42@correo.com,6908408731,Desarrollador Avanzado
92,Isabel,Rodríguez López,14276921,False,26,1,Isabel26@correo.com,8157595160,Desarrollador Avanzado
0,Silvia,Díaz Martínez,7353204,False,34,1,Silvia34@correo.com,8331474440,Desarrollador Junior
44,José,López Pérez,7513348,False,46,1,José46@correo.com,8934260216,Arquitecto
83,Miguel,Gómez Pérez,2222043,True,34,0,Miguel34@correo.com,7088486251,Desarrollador Avanzado
80,Silvia,Fernández González,8671481,False,42,1,Silvia42@correo.com,8258121812,Desarrollador Avanzado
11,Pedro,López Pérez,16964816,True,50,1,Pedro50@correo.com,9012749021,Arquitecto
19,Isabel,Sánchez López,14246944,False,39,1,Isabel39@correo.com,6167953499,Desarrollador Junior
93,Silvia,Arisizabal Florez,5005158,False,46,0,Silvia46@correo.com,8415293451,Desarrollador Intermedio
98,Luis,Sánchez García,7049483,False,29,1,Luis29@correo.com,7196655633,Desarrollador Avanzado
1,Elena,Díaz Martínez,16838508,True,28,1,Elena28@correo.com,6472225479,Desarrollador Intermedio
100,Patricia,Martínez Sánchez,1965431,True,26,0,Patricia26@correo.com,6810149505,Desarrollador Intermedio
87,Ricardo,López González,11439926,False,31,1,Ricardo31@correo.com,7187341834,Arquitecto
81,Elena,Díaz García,1721566,False,43,0,Elena43@correo.com,6552880072,Desarrollador Intermedio
25,Javier,Ramírez López,14168511,False,27,1,Javier27@correo.com,7754589350,Desarrollador Intermedio
97,Ana,Díaz García,9352654,True,23,1,Ana23@correo.com,6898091544,Desarrollador Intermedio
69,Ricardo,Fernández Pérez,12930416,False,59,1,Ricardo59@correo.com,9032977329,Desarrollador Avanzado
37,Miguel,Carvajal Casillas,9029072,False,31,1,Miguel31@correo.com,5811927769,Arquitecto
21,Sofía,Ramírez López,5119888,False,36,0,Sofía36@correo.com,6064570004,Desarrollador Avanzado
78,Luis,González Pérez,8198986,False,29,1,Luis29@correo.com,9292431730,Desarrollador Avanzado
18,Miguel,Torres Sánchez,5576778,True,34,0,Miguel34@correo.com,8126250888,Desarrollador Avanzado
17,Fernando,Sánchez López,5557364,True,39,0,Fernando39@correo.com,7959813943,Desarrollador Junior
21,Pedro,Carvajal Casillas,4912341,True,22,0,Pedro22@correo.com,8860054649,Desarrollador Avanzado
51,Carlos,Díaz Martínez,7281850,True,56,1,Carlos56@correo.com,6769138057,Desarrollador Junior
47,Lucía,Arisizabal Florez,16859386,False,51,1,Lucía51@correo.com,9117365161,Desarrollador Avanzado
92,Luis,Ramírez López,2293116,False,47,0,Luis47@correo.com,5570041020,Desarrollador Junior
25,Patricia,Martínez Sánchez,17572820,False,57,1,Patricia57@correo.com,9065500959,Desarrollador Avanzado
22,Patricia,López Pérez,4165780,True,33,0,Patricia33@correo.com,8973848308,Arquitecto
82,José,González Pérez,6740930,True,32,1,José32@correo.com,8838644979,Desarrollador Avanzado
22,Carlos,Sánchez García,10861024,False,56,1,Carlos56@correo.com,8486551109,Desarrollador Junior
27,Isabel,López Pérez,1940832,True,24,0,Isabel24@correo.com,9224181301,Desarrollador Intermedio
14,Sofía,Díaz García,14256393,False,48,1,Sofía48@correo.com,8155026802,Arquitecto
67,Ana,Hernández Rodríguez,7744765,False,58,1,Ana58@correo.com,6819027693,Arquitecto
51,María,Torres Sánchez,10708768,True,50,1,María50@correo.com,9574655830,Desarrollador Avanzado
33,Isabel,Ramírez López,9850583,False,46,1,Isabel46@correo.com,9394709947,Desarrollador Avanzado
13,Pedro,Arisizabal Florez,6010114,False,29,1,Pedro29@correo.com,6893672530,Desarrollador Junior
99,José,López González,11200694,True,40,1,José40@correo.com,9195977467,Arquitecto
59,José,Ramírez López,12934108,True,26,1,José26@correo.com,7233803664,Desarrollador Junior
5,Silvia,González Pérez,13402282,False,53,1,Silvia53@correo.com,8646296614,Arquitecto
62,Ricardo,Carvajal Casillas,14630036,True,55,1,Ricardo55@correo.com,7878215387,Desarrollador Avanzado
6,Elena,Torres Sánchez,13862670,True,30,1,Elena30@correo.com,5501140526,Desarrollador Avanzado
93,Luis,Rodríguez López,12104968,False,52,1,Luis52@correo.com,8245404029,Arquitecto
95,Ricardo,Gómez Pérez,9549086,True,50,1,Ricardo50@correo.com,9668470249,Desarrollador Junior
46,Luis,Fernández González,8021309,True,58,1,Luis58@correo.com,6694136704,Arquitecto
90,Pedro,Arisizabal Florez,7893154,False,22,1,Pedro22@correo.com,7966392373,Arquitecto
26,Lucía,Díaz García,7748227,True,39,1,Lucía39@correo.com,7665641167,Desarrollador Intermedio
1,Juan,Rodríguez López,9704948,True,58,1,Juan58@correo.com,8875024831,Desarrollador Junior
31,Carmen,Rodríguez López,2633604,True,28,0,Carmen28@correo.com,6071278000,Desarrollador Junior
26,Juan,Rodríguez López,13631496,False,50,1,Juan50@correo.com,7853573153,Desarrollador Avanzado
33,Andrés,Fernández González,17845890,True,31,1,Andrés31@correo.com,5732518705,Arquitecto
1,José,González Pérez,11154963,True,55,1,José55@correo.com,8589526700,Desarrollador Avanzado
44,Luis,Torres Sánchez,9155505,True,42,1,Luis42@correo.com,8610470497,Desarrollador Avanzado
2,Juan,Sánchez López,15821051,True,25,1,Juan25@correo.com,6408709791,Desarrollador Avanzado
86,Carmen,García Díaz,6117190,False,34,1,Carmen34@correo.com,5902560185,Desarrollador Avanzado
13,Isabel,Gómez Pérez,10087876,True,23,1,Isabel23@correo.com,6487808708,Desarrollador Intermedio
20,Juan,Fernández Pérez,17898954,True,24,1,Juan24@correo.com,7056651464,Arquitecto
39,Luis,Hernández Rodríguez,14210664,False,34,1,Luis34@correo.com,8236645519,Arquitecto
45,María,González Pérez,16804282,True,30,1,María30@correo.com,8878832013,Arquitecto
23,Silvia,Sánchez López,17623290,False,23,1,Silvia23@correo.com,5767696459,Arquitecto
22,Elena,Torres Sánchez,14136326,True,30,1,Elena30@correo.com,7799496120,Desarrollador Junior
17,Andrés,Hernández Rodríguez,16942194,False,51,1,Andrés51@correo.com,8080904493,Arquitecto
79,Luis,Torres Rodríguez,4445367,True,26,0,Luis26@correo.com,7401677725,Arquitecto
100,María,Sánchez López,1389149,False,57,0,María57@correo.com,6639239412,Desarrollador Avanzado
63,Carmen,Sánchez García,10893901,True,24,1,Carmen24@correo.com,7188568069,Arquitecto
48,Carmen,Torres Sánchez,3016180,False,46,0,Carmen46@correo.com,9320338096,Desarrollador Junior
19,Andrés,Arisizabal Florez,16116453,True,34,1,Andrés34@correo.com,6837937790,Desarrollador Avanzado
21,Andrés,Torres Sánchez,4756703,False,23,0,Andrés23@correo.com,7495611398,Desarrollador Intermedio
30,Elena,Fernández González,17154872,True,60,1,Elena60@correo.com,5826710904,Desarrollador Junior
90,Lucía,Díaz García,13288051,False,51,1,Lucía51@correo.com,7989820686,Arquitecto
10,María,Fernández Pérez,4440067,False,50,0,María50@correo.com,8921247607,Arquitecto
17,José,Torres Sánchez,5628791,True,49,0,José49@correo.com,5624164312,Desarrollador Intermedio
0,Sofía,Martínez Sánchez,4395384,False,49,0,Sofía49@correo.com,8549278033,Arquitecto
63,Juan,González Pérez,7402234,True,59,1,Juan59@correo.com,8405304023,Arquitecto
43,Silvia,López Pérez,14096616,True,27,1,Silvia27@correo.com,7674100466,Desarrollador Intermedio
18,Juan,Carvajal Casillas,2788167,True,37,0,Juan37@correo.com,7500099485,Desarrollador Junior
18,Silvia,Pérez García,5292927,True,43,0,Silvia43@correo.com,6843379598,Arquitecto
8,Fernando,Fernández Pérez,11782991,False,29,1,Fernando29@correo.com,5751331522,Arquitecto
36,Patricia,López Pérez,13192366,True,57,1,Patricia57@correo.com,5604251012,Desarrollador Intermedio
45,Miguel,Díaz Martínez,10855574,True,37,1,Miguel37@correo.com,6007487301,Arquitecto
15,Fernando,Fernández Pérez,12194792,True,45,1,Fernando45@correo.com,9239033626,Desarrollador Avanzado
88,Ana,López Pérez,5416779,False,35,0,Ana35@correo.com,6764607109,Desarrollador Junior
0,Elena,Rodríguez López,7695406,False,48,1,Elena48@correo.com,5958069406,Desarrollador Intermedio
29,María,Ramírez López,15919029,True,43,1,María43@correo.com,7392744661,Desarrollador Avanzado
73,María,Carvajal Casillas,17803495,False,39,1,María39@correo.com,5942906114,Desarrollador Avanzado
10,Laura,Gómez Pérez,6719342,False,58,1,Laura58@correo.com,7067007257,Arquitecto
68,Patricia,Hernández Rodríguez,3594054,True,30,0,Patricia30@correo.com,8114619269,Desarrollador Avanzado
16,Lucía,Torres Rodríguez,10282859,False,27,1,Lucía27@correo.com,8504338619,Desarrollador Avanzado
51,Juan,González Pérez,15885962,True,60,1,Juan60@correo.com,5860919772,Arquitecto
6,Sofía,García Díaz,4764373,False,57,0,Sofía57@correo.com,9416921519,Desarrollador Avanzado
15,Pedro,Ramírez López,15866187,True,49,1,Pedro49@correo.com,7144155262,Desarrollador Junior
28,José,López Pérez,4766978,False,24,0,José24@correo.com,7085104779,Desarrollador Avanzado
59,María,Martínez Sánchez,11100228,True,34,1,María34@correo.com,6577967525,Desarrollador Intermedio
31,Carlos,Rodríguez López,2747466,False,46,0,Carlos46@correo.com,8673059180,Desarrollador Junior
44,Silvia,Díaz Martínez,6484837,True,37,1,Silvia37@correo.com,9090366120,Desarrollador Junior
52,Ana,López Pérez,8661499,False,24,1,Ana24@correo.com,8497898787,Desarrollador Junior
2,José,Martínez Sánchez,10244981,False,58,1,José58@correo.com,8709020511,Desarrollador Intermedio
0,Patricia,Ramírez López,3888587,True,59,0,Patricia59@correo.com,7084032834,Desarrollador Junior
55,Miguel,Díaz Martínez,1311734,False,23,0,Miguel23@correo.com,9209716675,Desarrollador Avanzado
98,Pedro,Sánchez López,2124952,True,57,0,Pedro57@correo.com,8406241930,Arquitecto
41,Lucía,Torres Sánchez,7219981,False,50,1,Lucía50@correo.com,9249447764,Desarrollador Avanzado
65,Elena,López Pérez,12950417,True,53,1,Elena53@correo.com,6434036117,Desarrollador Avanzado
40,Carlos,Díaz Martínez,6699966,True,42,1,Carlos42@correo.com,8232673080,Desarrollador Junior
74,Silvia,Rodríguez López,7317826,False,57,1,Silvia57@correo.com,7842439815,Arquitecto
3,Silvia,Arisizabal Florez,7345486,True,59,1,Silvia59@correo.com,8460097106,Arquitecto
31,Elena,Arisizabal Florez,15587238,True,43,1,Elena43@correo.com,8540867127,Desarrollador Junior
48,Isabel,Martínez Sánchez,13748395,False,53,1,Isabel53@correo.com,8640571123,Arquitecto
21,Luis,Arisizabal Florez,14363188,False,35,1,Luis35@correo.com,9326679717,Arquitecto
52,Ricardo,Ramírez López,15922791,True,41,1,Ricardo41@correo.com,8545326346,Desarrollador Avanzado
75,Ricardo,Arisizabal Florez,16752203,True,55,1,Ricardo55@correo.com,8687970430,Arquitecto
85,Luis,Ramírez López,8319364,True,26,1,Luis26@correo.com,7573150064,Desarrollador Junior
37,Sofía,Sánchez García,3988557,True,44,0,Sofía44@correo.com,8847371782,Arquitecto
14,Ricardo,García Díaz,14024744,False,35,1,Ricardo35@correo.com,6119195185,Arquitecto
97,Isabel,Díaz Martínez,14620370,False,34,1,Isabel34@correo.com,6479285826,Desarrollador Avanzado
94,Sofía,Gómez Pérez,6001814,True,30,1,Sofía30@correo.com,6913873480,Arquitecto
69,Laura,Torres Rodríguez,6662433,False,46,1,Laura46@correo.com,8601969466,Arquitecto
27,Pedro,Carvajal Casillas,12743277,True,27,1,Pedro27@correo.com,7567141162,Desarrollador Junior
88,Elena,Hernández Rodríguez,1348093,True,23,0,Elena23@correo.com,8150800393,Arquitecto
4,María,Arisizabal Florez,13992242,True,23,1,María23@correo.com,9082315486,Arquitecto
87,Miguel,López González,5581738,False,47,0,Miguel47@correo.com,5537453218,Arquitecto
18,María,Pérez García,16527827,False,30,1,María30@correo.com,7039375646,Desarrollador Intermedio
7,Juan,Fernández González,13862518,True,29,1,Juan29@correo.com,7566043324,Desarrollador Intermedio
57,Sofía,Fernández González,9897596,True,59,1,Sofía59@correo.com,9073891652,Arquitecto
91,Andrés,Torres Rodríguez,14602236,True,30,1,Andrés30@correo.com,6739910793,Desarrollador Avanzado
31,Luis,Hernández Rodríguez,14959702,True,35,1,Luis35@correo.com,6914561912,Desarrollador Avanzado
25,Lucía,Arisizabal Florez,6719873,False,30,1,Lucía30@correo.com,7656443253,Arquitecto
10,María,Torres Sánchez,15114441,False,48,1,María48@correo.com,8489398908,Arquitecto
38,Juan,Ramírez López,8251704,False,33,1,Juan33@correo.com,7636784314,Desarrollador Avanzado
61,Sofía,Torres Rodríguez,6488567,True,29,1,Sofía29@correo.com,9124737105,Desarrollador Junior
92,Elena,Torres Sánchez,13093441,False,51,1,Elena51@correo.com,9173248242,Desarrollador Intermedio
39,Laura,Torres Sánchez,4422637,True,46,0,Laura46@correo.com,8373623284,Desarrollador Intermedio
23,Elena,García Díaz,4939765,False,43,0,Elena43@correo.com,7376559295,Desarrollador Junior
21,Sofía,Torres Sánchez,3175379,True,52,0,Sofía52@correo.com,8824565342,Desarrollador Intermedio
52,Carmen,López Pérez,5471346,True,31,0,Carmen31@correo.com,5878951314,Desarrollador Junior
90,Pedro,González Pérez,15950935,True,44,1,Pedro44@correo.com,7012190245,Desarrollador Avanzado
58,María,López Pérez,1287088,False,39,0,María39@correo.com,8721255053,Desarrollador Junior
77,Luis,Carvajal Casillas,2109160,True,42,0,Luis42@correo.com,6789442292,Desarrollador Avanzado
99,Patricia,López González,11466121,True,42,1,Patricia42@correo.com,8881333508,Desarrollador Avanzado
18,María,Rodríguez López,5582113,True,27,0,María27@correo.com,6464878719,Desarrollador Junior
95,Isabel,Pérez García,3050002,True,43,0,Isabel43@correo.com,7181221634,Desarrollador Avanzado
57,Lucía,García Díaz,4665100,True,53,0,Lucía53@correo.com,8440928198,Desarrollador Intermedio
26,Ana,Díaz García,14304029,True,56,1,Ana56@correo.com,7775799998,Desarrollador Intermedio
96,Silvia,Torres Rodríguez,12740276,True,46,1,Silvia46@correo.com,9243324764,Desarrollador Intermedio
84,Carlos,Fernández Pérez,2678812,True,24,0,Carlos24@correo.com,7706828997,Desarrollador Junior
85,Ana,Arisizabal Florez,2714096,False,44,0,Ana44@correo.com,8945341496,Desarrollador Junior
76,José,Torres Sánchez,2545159,False,34,0,José34@correo.com,6529613133,Desarrollador Avanzado
36,Carlos,López González,7642798,True,51,1,Carlos51@correo.com,7035400649,Arquitecto
19,Laura,Fernández González,3801090,False,34,0,Laura34@correo.com,8445421149,Arquitecto
15,Isabel,Fernández Pérez,3153845,True,56,0,Isabel56@correo.com,7240265963,Desarrollador Intermedio
27,Carmen,García Díaz,16991550,False,37,1,Carmen37@correo.com,8084746997,Desarrollador Junior
28,Carmen,Fernández Pérez,7940724,False,52,1,Carmen52@correo.com,8362775063,Desarrollador Junior
5,Carmen,Hernández Rodríguez,9994852,False,55,1,Carmen55@correo.com,7921448563,Desarrollador Intermedio
12,Pedro,Ramírez López,14886913,True,24,1,Pedro24@correo.com,9371384317,Desarrollador Intermedio
99,Javier,Fernández Pérez,1395975,False,47,0,Javier47@correo.com,7801872741,Desarrollador Avanzado
52,Lucía,García Díaz,6258147,True,23,1,Lucía23@correo.com,7813876903,Desarrollador Junior
88,José,Hernández Rodríguez,14829652,True,25,1,José25@correo.com,6895863710,Desarrollador Junior
42,Luis,Fernández Pérez,9113688,True,43,1,Luis43@correo.com,5792411167,Desarrollador Junior
89,María,González Pérez,3034538,False,26,0,María26@correo.com,9148798594,Arquitecto
2,Carmen,Díaz García,13170709,True,53,1,Carmen53@correo.com,8637211471,Desarrollador Avanzado
10,Juan,Sánchez López,16693749,False,51,1,Juan51@correo.com,7297023394,Desarrollador Junior
22,Sofía,Fernández González,8659041,True,52,1,Sofía52@correo.com,6716368720,Desarrollador Intermedio
76,Javier,Fernández Pérez,3672987,True,59,0,Javier59@correo.com,9274803156,Arquitecto
84,Laura,Sánchez López,8266170,True,41,1,Laura41@correo.com,7084485332,Desarrollador Avanzado
92,Sofía,Sánchez López,3024318,False,56,0,Sofía56@correo.com,6520868321,Desarrollador Junior
78,Elena,López Pérez,8545915,False,24,1,Elena24@correo.com,6441515734,Arquitecto
97,Isabel,Gómez Pérez,13949140,False,59,1,Isabel59@correo.com,9481569917,Desarrollador Intermedio
47,Pedro,Hernández Rodríguez,9738849,False,41,1,Pedro41@correo.com,8415280379,Desarrollador Intermedio
59,Lucía,Rodríguez López,1174737,True,45,0,Lucía45@correo.com,6950758628,Desarrollador Junior
96,Andrés,García Díaz,16180128,True,56,1,Andrés56@correo.com,9372642421,Desarrollador Intermedio
59,Pedro,Díaz García,10346296,True,59,1,Pedro59@correo.com,6346581704,Arquitecto
89,Laura,Sánchez López,7041353,True,45,1,Laura45@correo.com,6773486779,Desarrollador Intermedio
67,Ana,Torres Sánchez,10699532,False,31,1,Ana31@correo.com,7637150831,Desarrollador Junior
